Frequency - Spectrum Data,Amplitude - Spectrum Data,Frequency - Lorentzian Fit,Amplitude - Lorentzian Fit
76031.2,-37.2011,76031.2,-38.5057
76032.8,-37.1337,76032.8,-38.5025
76034.4,-37.0663,76034.4,-38.4993
76035.9,-37.0028,76035.9,-38.4961
76037.5,-36.9469,76037.5,-38.4929
76039.1,-36.902,76039.1,-38.4897
76040.6,-36.8705,76040.6,-38.4865
76042.2,-36.8541,76042.2,-38.4833
76043.8,-36.8525,76043.8,-38.4801
76045.3,-36.8644,76045.3,-38.4769
76046.9,-36.887,76046.9,-38.4736
76048.4,-36.9168,76048.4,-38.4704
76050,-36.9497,76050,-38.4672
76051.6,-36.9821,76051.6,-38.464
76053.1,-37.011,76053.1,-38.4608
76054.7,-37.0344,76054.7,-38.4576
76056.2,-37.0512,76056.2,-38.4543
76057.8,-37.0619,76057.8,-38.4511
76059.4,-37.0675,76059.4,-38.4479
76060.9,-37.0698,76060.9,-38.4447
76062.5,-37.0706,76062.5,-38.4414
76064.1,-37.0714,76064.1,-38.4382
76065.6,-37.073,76065.6,-38.435
76067.2,-37.0752,76067.2,-38.4317
76068.8,-37.0772,76068.8,-38.4285
76070.3,-37.0775,76070.3,-38.4253
76071.9,-37.0742,76071.9,-38.4221
76073.4,-37.0661,76073.4,-38.4188
76075,-37.0519,76075,-38.4156
76076.6,-37.0315,76076.6,-38.4124
76078.1,-37.0056,76078.1,-38.4091
76079.7,-36.9763,76079.7,-38.4059
76081.2,-36.946,76081.2,-38.4026
76082.8,-36.9175,76082.8,-38.3994
76084.4,-36.8926,76084.4,-38.3962
76085.9,-36.873,76085.9,-38.3929
76087.5,-36.8592,76087.5,-38.3897
76089.1,-36.8512,76089.1,-38.3864
76090.6,-36.8477,76090.6,-38.3832
76092.2,-36.8469,76092.2,-38.3799
76093.8,-36.8462,76093.8,-38.3767
76095.3,-36.8433,76095.3,-38.3734
76096.9,-36.8362,76096.9,-38.3702
76098.4,-36.8237,76098.4,-38.3669
76100,-36.8052,76100,-38.3637
76101.6,-36.7809,76101.6,-38.3604
76103.1,-36.752,76103.1,-38.3572
76104.7,-36.7205,76104.7,-38.3539
76106.2,-36.6887,76106.2,-38.3507
76107.8,-36.6594,76107.8,-38.3474
76109.4,-36.6356,76109.4,-38.3441
76110.9,-36.62,76110.9,-38.3409
76112.5,-36.6146,76112.5,-38.3376
76114.1,-36.6203,76114.1,-38.3344
76115.6,-36.637,76115.6,-38.3311
76117.2,-36.6635,76117.2,-38.3278
76118.8,-36.6975,76118.8,-38.3246
76120.3,-36.7365,76120.3,-38.3213
76121.9,-36.7777,76121.9,-38.318
76123.4,-36.8184,76123.4,-38.3147
76125,-36.8564,76125,-38.3115
76126.6,-36.89,76126.6,-38.3082
76128.1,-36.9189,76128.1,-38.3049
76129.7,-36.943,76129.7,-38.3017
76131.2,-36.963,76131.2,-38.2984
76132.8,-36.9789,76132.8,-38.2951
76134.4,-36.9906,76134.4,-38.2918
76135.9,-36.9977,76135.9,-38.2885
76137.5,-36.9995,76137.5,-38.2853
76139.1,-36.9949,76139.1,-38.282
76140.6,-36.9834,76140.6,-38.2787
76142.2,-36.9647,76142.2,-38.2754
76143.8,-36.9393,76143.8,-38.2721
76145.3,-36.9084,76145.3,-38.2688
76146.9,-36.8738,76146.9,-38.2656
76148.4,-36.8376,76148.4,-38.2623
76150,-36.8019,76150,-38.259
76151.6,-36.7691,76151.6,-38.2557
76153.1,-36.7411,76153.1,-38.2524
76154.7,-36.7194,76154.7,-38.2491
76156.2,-36.7054,76156.2,-38.2458
76157.8,-36.6995,76157.8,-38.2425
76159.4,-36.702,76159.4,-38.2392
76160.9,-36.7126,76160.9,-38.2359
76162.5,-36.7304,76162.5,-38.2326
76164.1,-36.7542,76164.1,-38.2293
76165.6,-36.7822,76165.6,-38.226
76167.2,-36.8125,76167.2,-38.2227
76168.8,-36.8432,76168.8,-38.2194
76170.3,-36.8719,76170.3,-38.2161
76171.9,-36.8967,76171.9,-38.2128
76173.4,-36.9154,76173.4,-38.2095
76175,-36.9266,76175,-38.2062
76176.6,-36.9295,76176.6,-38.2029
76178.1,-36.9241,76178.1,-38.1996
76179.7,-36.911,76179.7,-38.1963
76181.2,-36.8921,76181.2,-38.1929
76182.8,-36.8695,76182.8,-38.1896
76184.4,-36.8463,76184.4,-38.1863
76185.9,-36.8257,76185.9,-38.183
76187.5,-36.8104,76187.5,-38.1797
76189.1,-36.8033,76189.1,-38.1764
76190.6,-36.8063,76190.6,-38.173
76192.2,-36.8201,76192.2,-38.1697
76193.8,-36.844,76193.8,-38.1664
76195.3,-36.8764,76195.3,-38.1631
76196.9,-36.9143,76196.9,-38.1597
76198.4,-36.954,76198.4,-38.1564
76200,-36.9912,76200,-38.1531
76201.6,-37.022,76201.6,-38.1498
76203.1,-37.0433,76203.1,-38.1464
76204.7,-37.0528,76204.7,-38.1431
76206.2,-37.0507,76206.2,-38.1398
76207.8,-37.0382,76207.8,-38.1364
76209.4,-37.018,76209.4,-38.1331
76210.9,-36.9937,76210.9,-38.1298
76212.5,-36.9693,76212.5,-38.1264
76214.1,-36.9485,76214.1,-38.1231
76215.6,-36.9342,76215.6,-38.1198
76217.2,-36.9287,76217.2,-38.1164
76218.8,-36.9324,76218.8,-38.1131
76220.3,-36.945,76220.3,-38.1097
76221.9,-36.9644,76221.9,-38.1064
76223.4,-36.9881,76223.4,-38.103
76225,-37.0128,76225,-38.0997
76226.6,-37.035,76226.6,-38.0963
76228.1,-37.0509,76228.1,-38.093
76229.7,-37.0575,76229.7,-38.0897
76231.2,-37.0529,76231.2,-38.0863
76232.8,-37.0366,76232.8,-38.0829
76234.4,-37.0096,76234.4,-38.0796
76235.9,-36.9739,76235.9,-38.0762
76237.5,-36.9325,76237.5,-38.0729
76239.1,-36.8889,76239.1,-38.0695
76240.6,-36.8462,76240.6,-38.0662
76242.2,-36.8074,76242.2,-38.0628
76243.8,-36.7748,76243.8,-38.0594
76245.3,-36.7498,76245.3,-38.0561
76246.9,-36.7329,76246.9,-38.0527
76248.4,-36.724,76248.4,-38.0494
76250,-36.7219,76250,-38.046
76251.6,-36.7253,76251.6,-38.0426
76253.1,-36.7323,76253.1,-38.0393
76254.7,-36.7415,76254.7,-38.0359
76256.2,-36.7516,76256.2,-38.0325
76257.8,-36.7615,76257.8,-38.0291
76259.4,-36.7701,76259.4,-38.0258
76260.9,-36.7768,76260.9,-38.0224
76262.5,-36.7807,76262.5,-38.019
76264.1,-36.7821,76264.1,-38.0156
76265.6,-36.7816,76265.6,-38.0123
76267.2,-36.7802,76267.2,-38.0089
76268.8,-36.7792,76268.8,-38.0055
76270.3,-36.7798,76270.3,-38.0021
76271.9,-36.7831,76271.9,-37.9987
76273.4,-36.7901,76273.4,-37.9954
76275,-36.8012,76275,-37.992
76276.6,-36.8164,76276.6,-37.9886
76278.1,-36.8352,76278.1,-37.9852
76279.7,-36.8568,76279.7,-37.9818
76281.2,-36.8801,76281.2,-37.9784
76282.8,-36.9039,76282.8,-37.975
76284.4,-36.9267,76284.4,-37.9716
76285.9,-36.9475,76285.9,-37.9682
76287.5,-36.9654,76287.5,-37.9648
76289.1,-36.9798,76289.1,-37.9615
76290.6,-36.9902,76290.6,-37.9581
76292.2,-36.9964,76292.2,-37.9547
76293.8,-36.9984,76293.8,-37.9513
76295.3,-36.9958,76295.3,-37.9479
76296.9,-36.9884,76296.9,-37.9445
76298.4,-36.9765,76298.4,-37.9411
76300,-36.9604,76300,-37.9376
76301.6,-36.9406,76301.6,-37.9342
76303.1,-36.918,76303.1,-37.9308
76304.7,-36.8933,76304.7,-37.9274
76306.2,-36.8676,76306.2,-37.924
76307.8,-36.8413,76307.8,-37.9206
76309.4,-36.8155,76309.4,-37.9172
76310.9,-36.7909,76310.9,-37.9138
76312.5,-36.7684,76312.5,-37.9104
76314.1,-36.7482,76314.1,-37.9069
76315.6,-36.731,76315.6,-37.9035
76317.2,-36.7173,76317.2,-37.9001
76318.8,-36.7074,76318.8,-37.8967
76320.3,-36.7017,76320.3,-37.8933
76321.9,-36.7001,76321.9,-37.8898
76323.4,-36.7026,76323.4,-37.8864
76325,-36.7088,76325,-37.883
76326.6,-36.7183,76326.6,-37.8796
76328.1,-36.7301,76328.1,-37.8761
76329.7,-36.7431,76329.7,-37.8727
76331.2,-36.7561,76331.2,-37.8693
76332.8,-36.7674,76332.8,-37.8659
76334.4,-36.776,76334.4,-37.8624
76335.9,-36.7807,76335.9,-37.859
76337.5,-36.7803,76337.5,-37.8556
76339.1,-36.7743,76339.1,-37.8521
76340.6,-36.7621,76340.6,-37.8487
76342.2,-36.7438,76342.2,-37.8452
76343.8,-36.719,76343.8,-37.8418
76345.3,-36.6877,76345.3,-37.8384
76346.9,-36.6497,76346.9,-37.8349
76348.4,-36.6047,76348.4,-37.8315
76350,-36.5529,76350,-37.828
76351.6,-36.4948,76351.6,-37.8246
76353.1,-36.4315,76353.1,-37.8211
76354.7,-36.3647,76354.7,-37.8177
76356.2,-36.2967,76356.2,-37.8142
76357.8,-36.2307,76357.8,-37.8108
76359.4,-36.1697,76359.4,-37.8073
76360.9,-36.1174,76360.9,-37.8039
76362.5,-36.0769,76362.5,-37.8004
76364.1,-36.0505,76364.1,-37.797
76365.6,-36.0392,76365.6,-37.7935
76367.2,-36.0434,76367.2,-37.7901
76368.8,-36.0622,76368.8,-37.7866
76370.3,-36.0934,76370.3,-37.7831
76371.9,-36.1346,76371.9,-37.7797
76373.4,-36.1826,76373.4,-37.7762
76375,-36.234,76375,-37.7727
76376.6,-36.2857,76376.6,-37.7693
76378.1,-36.3351,76378.1,-37.7658
76379.7,-36.3803,76379.7,-37.7623
76381.2,-36.4198,76381.2,-37.7589
76382.8,-36.4528,76382.8,-37.7554
76384.4,-36.4785,76384.4,-37.7519
76385.9,-36.4971,76385.9,-37.7484
76387.5,-36.5085,76387.5,-37.745
76389.1,-36.513,76389.1,-37.7415
76390.6,-36.5111,76390.6,-37.738
76392.2,-36.5038,76392.2,-37.7345
76393.8,-36.4928,76393.8,-37.7311
76395.3,-36.4795,76395.3,-37.7276
76396.9,-36.4662,76396.9,-37.7241
76398.4,-36.4554,76398.4,-37.7206
76400,-36.4494,76400,-37.7171
76401.6,-36.4492,76401.6,-37.7136
76403.1,-36.4556,76403.1,-37.7101
76404.7,-36.4683,76404.7,-37.7067
76406.2,-36.4859,76406.2,-37.7032
76407.8,-36.5061,76407.8,-37.6997
76409.4,-36.5258,76409.4,-37.6962
76410.9,-36.5416,76410.9,-37.6927
76412.5,-36.5499,76412.5,-37.6892
76414.1,-36.5477,76414.1,-37.6857
76415.6,-36.5327,76415.6,-37.6822
76417.2,-36.5041,76417.2,-37.6787
76418.8,-36.4623,76418.8,-37.6752
76420.3,-36.4091,76420.3,-37.6717
76421.9,-36.3474,76421.9,-37.6682
76423.4,-36.2808,76423.4,-37.6647
76425,-36.2132,76425,-37.6612
76426.6,-36.1484,76426.6,-37.6577
76428.1,-36.09,76428.1,-37.6542
76429.7,-36.041,76429.7,-37.6506
76431.2,-36.0035,76431.2,-37.6471
76432.8,-35.979,76432.8,-37.6436
76434.4,-35.9682,76434.4,-37.6401
76435.9,-35.9705,76435.9,-37.6366
76437.5,-35.9849,76437.5,-37.6331
76439.1,-36.0094,76439.1,-37.6296
76440.6,-36.0412,76440.6,-37.626
76442.2,-36.0776,76442.2,-37.6225
76443.8,-36.115,76443.8,-37.619
76445.3,-36.1505,76445.3,-37.6155
76446.9,-36.1813,76446.9,-37.6119
76448.4,-36.2053,76448.4,-37.6084
76450,-36.2213,76450,-37.6049
76451.6,-36.2294,76451.6,-37.6014
76453.1,-36.2311,76453.1,-37.5978
76454.7,-36.2282,76454.7,-37.5943
76456.2,-36.2232,76456.2,-37.5908
76457.8,-36.2185,76457.8,-37.5872
76459.4,-36.2157,76459.4,-37.5837
76460.9,-36.2157,76460.9,-37.5802
76462.5,-36.2181,76462.5,-37.5766
76464.1,-36.2221,76464.1,-37.5731
76465.6,-36.2259,76465.6,-37.5695
76467.2,-36.2272,76467.2,-37.566
76468.8,-36.2243,76468.8,-37.5625
76470.3,-36.2159,76470.3,-37.5589
76471.9,-36.2023,76471.9,-37.5554
76473.4,-36.1845,76473.4,-37.5518
76475,-36.1648,76475,-37.5483
76476.6,-36.1458,76476.6,-37.5447
76478.1,-36.1303,76478.1,-37.5412
76479.7,-36.1201,76479.7,-37.5376
76481.2,-36.1159,76481.2,-37.5341
76482.8,-36.1174,76482.8,-37.5305
76484.4,-36.1226,76484.4,-37.5269
76485.9,-36.129,76485.9,-37.5234
76487.5,-36.1335,76487.5,-37.5198
76489.1,-36.1336,76489.1,-37.5163
76490.6,-36.1276,76490.6,-37.5127
76492.2,-36.1151,76492.2,-37.5091
76493.8,-36.0971,76493.8,-37.5056
76495.3,-36.0762,76495.3,-37.502
76496.9,-36.0553,76496.9,-37.4984
76498.4,-36.0379,76498.4,-37.4949
76500,-36.0268,76500,-37.4913
76501.6,-36.0239,76501.6,-37.4877
76503.1,-36.03,76503.1,-37.4842
76504.7,-36.045,76504.7,-37.4806
76506.2,-36.0675,76506.2,-37.477
76507.8,-36.0957,76507.8,-37.4734
76509.4,-36.1275,76509.4,-37.4699
76510.9,-36.1607,76510.9,-37.4663
76512.5,-36.1932,76512.5,-37.4627
76514.1,-36.2234,76514.1,-37.4591
76515.6,-36.2499,76515.6,-37.4555
76517.2,-36.272,76517.2,-37.4519
76518.8,-36.2896,76518.8,-37.4484
76520.3,-36.3028,76520.3,-37.4448
76521.9,-36.3123,76521.9,-37.4412
76523.4,-36.319,76523.4,-37.4376
76525,-36.3235,76525,-37.434
76526.6,-36.327,76526.6,-37.4304
76528.1,-36.3303,76528.1,-37.4268
76529.7,-36.3347,76529.7,-37.4232
76531.2,-36.3405,76531.2,-37.4196
76532.8,-36.3479,76532.8,-37.416
76534.4,-36.3558,76534.4,-37.4124
76535.9,-36.3629,76535.9,-37.4088
76537.5,-36.3675,76537.5,-37.4052
76539.1,-36.368,76539.1,-37.4016
76540.6,-36.3627,76540.6,-37.398
76542.2,-36.3506,76542.2,-37.3944
76543.8,-36.3316,76543.8,-37.3908
76545.3,-36.3064,76545.3,-37.3872
76546.9,-36.2766,76546.9,-37.3836
76548.4,-36.2447,76548.4,-37.3799
76550,-36.2136,76550,-37.3763
76551.6,-36.1865,76551.6,-37.3727
76553.1,-36.1661,76553.1,-37.3691
76554.7,-36.1542,76554.7,-37.3655
76556.2,-36.1518,76556.2,-37.3619
76557.8,-36.1587,76557.8,-37.3582
76559.4,-36.1735,76559.4,-37.3546
76560.9,-36.194,76560.9,-37.351
76562.5,-36.2172,76562.5,-37.3474
76564.1,-36.2399,76564.1,-37.3437
76565.6,-36.259,76565.6,-37.3401
76567.2,-36.2719,76567.2,-37.3365
76568.8,-36.2762,76568.8,-37.3329
76570.3,-36.2705,76570.3,-37.3292
76571.9,-36.2539,76571.9,-37.3256
76573.4,-36.2264,76573.4,-37.322
76575,-36.1882,76575,-37.3183
76576.6,-36.1397,76576.6,-37.3147
76578.1,-36.0824,76578.1,-37.311
76579.7,-36.018,76579.7,-37.3074
76581.2,-35.9483,76581.2,-37.3038
76582.8,-35.8752,76582.8,-37.3001
76584.4,-35.8007,76584.4,-37.2965
76585.9,-35.727,76585.9,-37.2928
76587.5,-35.6559,76587.5,-37.2892
76589.1,-35.5887,76589.1,-37.2855
76590.6,-35.5263,76590.6,-37.2819
76592.2,-35.4692,76592.2,-37.2782
76593.8,-35.4179,76593.8,-37.2746
76595.3,-35.3724,76595.3,-37.2709
76596.9,-35.3335,76596.9,-37.2673
76598.4,-35.3021,76598.4,-37.2636
76600,-35.2794,76600,-37.26
76601.6,-35.267,76601.6,-37.2563
76603.1,-35.2665,76603.1,-37.2526
76604.7,-35.2794,76604.7,-37.249
76606.2,-35.3061,76606.2,-37.2453
76607.8,-35.3465,76607.8,-37.2416
76609.4,-35.3996,76609.4,-37.238
76610.9,-35.4635,76610.9,-37.2343
76612.5,-35.5354,76612.5,-37.2306
76614.1,-35.6119,76614.1,-37.227
76615.6,-35.6892,76615.6,-37.2233
76617.2,-35.7636,76617.2,-37.2196
76618.8,-35.8319,76618.8,-37.2159
76620.3,-35.8915,76620.3,-37.2123
76621.9,-35.9412,76621.9,-37.2086
76623.4,-35.9807,76623.4,-37.2049
76625,-36.0109,76625,-37.2012
76626.6,-36.0336,76626.6,-37.1975
76628.1,-36.0513,76628.1,-37.1939
76629.7,-36.0664,76629.7,-37.1902
76631.2,-36.0814,76631.2,-37.1865
76632.8,-36.0981,76632.8,-37.1828
76634.4,-36.1182,76634.4,-37.1791
76635.9,-36.1423,76635.9,-37.1754
76637.5,-36.17,76637.5,-37.1717
76639.1,-36.2006,76639.1,-37.168
76640.6,-36.2325,76640.6,-37.1643
76642.2,-36.2639,76642.2,-37.1606
76643.8,-36.293,76643.8,-37.1569
76645.3,-36.3186,76645.3,-37.1532
76646.9,-36.3393,76646.9,-37.1495
76648.4,-36.3545,76648.4,-37.1458
76650,-36.3647,76650,-37.1421
76651.6,-36.3704,76651.6,-37.1384
76653.1,-36.3725,76653.1,-37.1347
76654.7,-36.3718,76654.7,-37.131
76656.2,-36.3694,76656.2,-37.1273
76657.8,-36.3663,76657.8,-37.1236
76659.4,-36.3625,76659.4,-37.1199
76660.9,-36.3573,76660.9,-37.1162
76662.5,-36.3491,76662.5,-37.1124
76664.1,-36.3361,76664.1,-37.1087
76665.6,-36.3164,76665.6,-37.105
76667.2,-36.2885,76667.2,-37.1013
76668.8,-36.2511,76668.8,-37.0976
76670.3,-36.2042,76670.3,-37.0938
76671.9,-36.1487,76671.9,-37.0901
76673.4,-36.0867,76673.4,-37.0864
76675,-36.0213,76675,-37.0827
76676.6,-35.9562,76676.6,-37.0789
76678.1,-35.8948,76678.1,-37.0752
76679.7,-35.8403,76679.7,-37.0715
76681.2,-35.7948,76681.2,-37.0677
76682.8,-35.76,76682.8,-37.064
76684.4,-35.7361,76684.4,-37.0603
76685.9,-35.7226,76685.9,-37.0565
76687.5,-35.7187,76687.5,-37.0528
76689.1,-35.7232,76689.1,-37.0491
76690.6,-35.7345,76690.6,-37.0453
76692.2,-35.7515,76692.2,-37.0416
76693.8,-35.7732,76693.8,-37.0378
76695.3,-35.7988,76695.3,-37.0341
76696.9,-35.8275,76696.9,-37.0303
76698.4,-35.8584,76698.4,-37.0266
76700,-35.8904,76700,-37.0228
76701.6,-35.922,76701.6,-37.0191
76703.1,-35.9517,76703.1,-37.0153
76704.7,-35.9776,76704.7,-37.0116
76706.2,-35.9974,76706.2,-37.0078
76707.8,-36.0091,76707.8,-37.0041
76709.4,-36.0111,76709.4,-37.0003
76710.9,-36.0024,76710.9,-36.9965
76712.5,-35.983,76712.5,-36.9928
76714.1,-35.9535,76714.1,-36.989
76715.6,-35.9158,76715.6,-36.9852
76717.2,-35.8726,76717.2,-36.9815
76718.8,-35.8269,76718.8,-36.9777
76720.3,-35.7823,76720.3,-36.9739
76721.9,-35.7418,76721.9,-36.9702
76723.4,-35.7082,76723.4,-36.9664
76725,-35.6839,76725,-36.9626
76726.6,-35.6704,76726.6,-36.9588
76728.1,-35.6684,76728.1,-36.9551
76729.7,-35.6774,76729.7,-36.9513
76731.2,-35.6961,76731.2,-36.9475
76732.8,-35.7226,76732.8,-36.9437
76734.4,-35.7546,76734.4,-36.9399
76735.9,-35.7897,76735.9,-36.9362
76737.5,-35.8252,76737.5,-36.9324
76739.1,-35.8593,76739.1,-36.9286
76740.6,-35.8905,76740.6,-36.9248
76742.2,-35.9174,76742.2,-36.921
76743.8,-35.9391,76743.8,-36.9172
76745.3,-35.9553,76745.3,-36.9134
76746.9,-35.9659,76746.9,-36.9096
76748.4,-35.9713,76748.4,-36.9058
76750,-35.9717,76750,-36.902
76751.6,-35.9673,76751.6,-36.8982
76753.1,-35.9587,76753.1,-36.8944
76754.7,-35.9464,76754.7,-36.8906
76756.2,-35.931,76756.2,-36.8868
76757.8,-35.9132,76757.8,-36.883
76759.4,-35.8934,76759.4,-36.8792
76760.9,-35.8722,76760.9,-36.8754
76762.5,-35.8501,76762.5,-36.8716
76764.1,-35.8278,76764.1,-36.8678
76765.6,-35.8058,76765.6,-36.864
76767.2,-35.7848,76767.2,-36.8601
76768.8,-35.7649,76768.8,-36.8563
76770.3,-35.7469,76770.3,-36.8525
76771.9,-35.7311,76771.9,-36.8487
76773.4,-35.7178,76773.4,-36.8449
76775,-35.7068,76775,-36.841
76776.6,-35.6978,76776.6,-36.8372
76778.1,-35.6902,76778.1,-36.8334
76779.7,-35.6827,76779.7,-36.8296
76781.2,-35.6739,76781.2,-36.8257
76782.8,-35.6623,76782.8,-36.8219
76784.4,-35.6465,76784.4,-36.8181
76785.9,-35.6253,76785.9,-36.8142
76787.5,-35.5981,76787.5,-36.8104
76789.1,-35.5651,76789.1,-36.8066
76790.6,-35.5274,76790.6,-36.8027
76792.2,-35.4865,76792.2,-36.7989
76793.8,-35.4443,76793.8,-36.795
76795.3,-35.4031,76795.3,-36.7912
76796.9,-35.3647,76796.9,-36.7874
76798.4,-35.3308,76798.4,-36.7835
76800,-35.3024,76800,-36.7797
76801.6,-35.2801,76801.6,-36.7758
76803.1,-35.2643,76803.1,-36.772
76804.7,-35.255,76804.7,-36.7681
76806.2,-35.2519,76806.2,-36.7643
76807.8,-35.2549,76807.8,-36.7604
76809.4,-35.2633,76809.4,-36.7566
76810.9,-35.2763,76810.9,-36.7527
76812.5,-35.2933,76812.5,-36.7488
76814.1,-35.3131,76814.1,-36.745
76815.6,-35.3342,76815.6,-36.7411
76817.2,-35.3545,76817.2,-36.7372
76818.8,-35.3724,76818.8,-36.7334
76820.3,-35.3861,76820.3,-36.7295
76821.9,-35.3945,76821.9,-36.7256
76823.4,-35.3974,76823.4,-36.7218
76825,-35.3953,76825,-36.7179
76826.6,-35.3892,76826.6,-36.714
76828.1,-35.3805,76828.1,-36.7102
76829.7,-35.3707,76829.7,-36.7063
76831.2,-35.3612,76831.2,-36.7024
76832.8,-35.353,76832.8,-36.6985
76834.4,-35.3465,76834.4,-36.6946
76835.9,-35.3421,76835.9,-36.6908
76837.5,-35.3395,76837.5,-36.6869
76839.1,-35.3386,76839.1,-36.683
76840.6,-35.3392,76840.6,-36.6791
76842.2,-35.3409,76842.2,-36.6752
76843.8,-35.3438,76843.8,-36.6713
76845.3,-35.3476,76845.3,-36.6674
76846.9,-35.3522,76846.9,-36.6635
76848.4,-35.357,76848.4,-36.6596
76850,-35.3613,76850,-36.6557
76851.6,-35.3642,76851.6,-36.6518
76853.1,-35.3644,76853.1,-36.6479
76854.7,-35.361,76854.7,-36.644
76856.2,-35.3537,76856.2,-36.6401
76857.8,-35.3426,76857.8,-36.6362
76859.4,-35.3288,76859.4,-36.6323
76860.9,-35.3138,76860.9,-36.6284
76862.5,-35.3,76862.5,-36.6245
76864.1,-35.2899,76864.1,-36.6206
76865.6,-35.2863,76865.6,-36.6167
76867.2,-35.2907,76867.2,-36.6128
76868.8,-35.3038,76868.8,-36.6089
76870.3,-35.3256,76870.3,-36.6049
76871.9,-35.3554,76871.9,-36.601
76873.4,-35.3915,76873.4,-36.5971
76875,-35.4322,76875,-36.5932
76876.6,-35.4753,76876.6,-36.5892
76878.1,-35.5192,76878.1,-36.5853
76879.7,-35.5622,76879.7,-36.5814
76881.2,-35.6039,76881.2,-36.5775
76882.8,-35.6443,76882.8,-36.5735
76884.4,-35.684,76884.4,-36.5696
76885.9,-35.7234,76885.9,-36.5657
76887.5,-35.7626,76887.5,-36.5617
76889.1,-35.8011,76889.1,-36.5578
76890.6,-35.8379,76890.6,-36.5539
76892.2,-35.8714,76892.2,-36.5499
76893.8,-35.8998,76893.8,-36.546
76895.3,-35.9207,76895.3,-36.542
76896.9,-35.9315,76896.9,-36.5381
76898.4,-35.9291,76898.4,-36.5341
76900,-35.9111,76900,-36.5302
76901.6,-35.8753,76901.6,-36.5262
76903.1,-35.8209,76903.1,-36.5223
76904.7,-35.748,76904.7,-36.5183
76906.2,-35.6585,76906.2,-36.5144
76907.8,-35.5557,76907.8,-36.5104
76909.4,-35.4444,76909.4,-36.5065
76910.9,-35.331,76910.9,-36.5025
76912.5,-35.222,76912.5,-36.4986
76914.1,-35.1244,76914.1,-36.4946
76915.6,-35.0446,76915.6,-36.4906
76917.2,-34.9878,76917.2,-36.4867
76918.8,-34.958,76918.8,-36.4827
76920.3,-34.957,76920.3,-36.4787
76921.9,-34.9846,76921.9,-36.4748
76923.4,-35.0389,76923.4,-36.4708
76925,-35.1156,76925,-36.4668
76926.6,-35.2084,76926.6,-36.4628
76928.1,-35.3094,76928.1,-36.4589
76929.7,-35.4103,76929.7,-36.4549
76931.2,-35.5029,76931.2,-36.4509
76932.8,-35.5799,76932.8,-36.4469
76934.4,-35.6362,76934.4,-36.4429
76935.9,-35.6696,76935.9,-36.4389
76937.5,-35.6805,76937.5,-36.435
76939.1,-35.6715,76939.1,-36.431
76940.6,-35.6468,76940.6,-36.427
76942.2,-35.6113,76942.2,-36.423
76943.8,-35.5699,76943.8,-36.419
76945.3,-35.5264,76945.3,-36.415
76946.9,-35.4838,76946.9,-36.411
76948.4,-35.444,76948.4,-36.407
76950,-35.4078,76950,-36.403
76951.6,-35.3756,76951.6,-36.399
76953.1,-35.3477,76953.1,-36.395
76954.7,-35.3244,76954.7,-36.391
76956.2,-35.3057,76956.2,-36.387
76957.8,-35.2916,76957.8,-36.383
76959.4,-35.2822,76959.4,-36.379
76960.9,-35.2773,76960.9,-36.375
76962.5,-35.2765,76962.5,-36.3709
76964.1,-35.2788,76964.1,-36.3669
76965.6,-35.2835,76965.6,-36.3629
76967.2,-35.2895,76967.2,-36.3589
76968.8,-35.2962,76968.8,-36.3549
76970.3,-35.3027,76970.3,-36.3509
76971.9,-35.3086,76971.9,-36.3468
76973.4,-35.3141,76973.4,-36.3428
76975,-35.3195,76975,-36.3388
76976.6,-35.3254,76976.6,-36.3348
76978.1,-35.3323,76978.1,-36.3307
76979.7,-35.3405,76979.7,-36.3267
76981.2,-35.3503,76981.2,-36.3227
76982.8,-35.3615,76982.8,-36.3186
76984.4,-35.3738,76984.4,-36.3146
76985.9,-35.3869,76985.9,-36.3105
76987.5,-35.4004,76987.5,-36.3065
76989.1,-35.4142,76989.1,-36.3025
76990.6,-35.4283,76990.6,-36.2984
76992.2,-35.4423,76992.2,-36.2944
76993.8,-35.4558,76993.8,-36.2903
76995.3,-35.468,76995.3,-36.2863
76996.9,-35.4776,76996.9,-36.2822
76998.4,-35.4836,76998.4,-36.2782
77000,-35.4847,77000,-36.2741
77001.6,-35.4797,77001.6,-36.2701
77003.1,-35.4677,77003.1,-36.266
77004.7,-35.4486,77004.7,-36.262
77006.2,-35.4233,77006.2,-36.2579
77007.8,-35.3933,77007.8,-36.2538
77009.4,-35.3608,77009.4,-36.2498
77010.9,-35.3282,77010.9,-36.2457
77012.5,-35.2976,77012.5,-36.2416
77014.1,-35.271,77014.1,-36.2376
77015.6,-35.2503,77015.6,-36.2335
77017.2,-35.2365,77017.2,-36.2294
77018.8,-35.2299,77018.8,-36.2254
77020.3,-35.2304,77020.3,-36.2213
77021.9,-35.2375,77021.9,-36.2172
77023.4,-35.2503,77023.4,-36.2131
77025,-35.2669,77025,-36.209
77026.6,-35.2853,77026.6,-36.205
77028.1,-35.303,77028.1,-36.2009
77029.7,-35.3172,77029.7,-36.1968
77031.2,-35.3251,77031.2,-36.1927
77032.8,-35.3244,77032.8,-36.1886
77034.4,-35.3138,77034.4,-36.1845
77035.9,-35.2929,77035.9,-36.1804
77037.5,-35.2627,77037.5,-36.1763
77039.1,-35.2252,77039.1,-36.1722
77040.6,-35.1833,77040.6,-36.1681
