Frequency - Spectrum Data,Amplitude - Spectrum Data,Frequency - Lorentzian Fit,Amplitude - Lorentzian Fit
77042.2,-35.1404,77042.2,-36.164
77043.8,-35.0998,77043.8,-36.1599
77045.3,-35.0641,77045.3,-36.1558
77046.9,-35.0356,77046.9,-36.1517
77048.4,-35.0157,77048.4,-36.1476
77050,-35.0055,77050,-36.1435
77051.6,-35.0056,77051.6,-36.1394
77053.1,-35.016,77053.1,-36.1353
77054.7,-35.0363,77054.7,-36.1312
77056.2,-35.0653,77056.2,-36.1271
77057.8,-35.1012,77057.8,-36.123
77059.4,-35.1414,77059.4,-36.1188
77060.9,-35.1827,77060.9,-36.1147
77062.5,-35.2212,77062.5,-36.1106
77064.1,-35.2527,77064.1,-36.1065
77065.6,-35.2734,77065.6,-36.1024
77067.2,-35.2805,77067.2,-36.0982
77068.8,-35.2727,77068.8,-36.0941
77070.3,-35.251,77070.3,-36.09
77071.9,-35.218,77071.9,-36.0858
77073.4,-35.1777,77073.4,-36.0817
77075,-35.1344,77075,-36.0776
77076.6,-35.0928,77076.6,-36.0734
77078.1,-35.0568,77078.1,-36.0693
77079.7,-35.0289,77079.7,-36.0651
77081.2,-35.0105,77081.2,-36.061
77082.8,-35.0012,77082.8,-36.0569
77084.4,-34.9999,77084.4,-36.0527
77085.9,-35.0042,77085.9,-36.0486
77087.5,-35.0115,77087.5,-36.0444
77089.1,-35.0189,77089.1,-36.0403
77090.6,-35.0243,77090.6,-36.0361
77092.2,-35.0264,77092.2,-36.032
77093.8,-35.0249,77093.8,-36.0278
77095.3,-35.0204,77095.3,-36.0236
77096.9,-35.0144,77096.9,-36.0195
77098.4,-35.0091,77098.4,-36.0153
77100,-35.0061,77100,-36.0112
77101.6,-35.0074,77101.6,-36.007
77103.1,-35.0139,77103.1,-36.0028
77104.7,-35.0261,77104.7,-35.9987
77106.2,-35.0439,77106.2,-35.9945
77107.8,-35.0664,77107.8,-35.9903
77109.4,-35.0925,77109.4,-35.9861
77110.9,-35.1204,77110.9,-35.982
77112.5,-35.1487,77112.5,-35.9778
77114.1,-35.1762,77114.1,-35.9736
77115.6,-35.2022,77115.6,-35.9694
77117.2,-35.2262,77117.2,-35.9652
77118.8,-35.2481,77118.8,-35.9611
77120.3,-35.2679,77120.3,-35.9569
77121.9,-35.2859,77121.9,-35.9527
77123.4,-35.302,77123.4,-35.9485
77125,-35.3158,77125,-35.9443
77126.6,-35.3265,77126.6,-35.9401
77128.1,-35.3333,77128.1,-35.9359
77129.7,-35.3352,77129.7,-35.9317
77131.2,-35.3309,77131.2,-35.9275
77132.8,-35.32,77132.8,-35.9233
77134.4,-35.3024,77134.4,-35.9191
77135.9,-35.2787,77135.9,-35.9149
77137.5,-35.2499,77137.5,-35.9107
77139.1,-35.2174,77139.1,-35.9065
77140.6,-35.1834,77140.6,-35.9023
77142.2,-35.1499,77142.2,-35.8981
77143.8,-35.1187,77143.8,-35.8939
77145.3,-35.0908,77145.3,-35.8896
77146.9,-35.067,77146.9,-35.8854
77148.4,-35.0472,77148.4,-35.8812
77150,-35.0311,77150,-35.877
77151.6,-35.0183,77151.6,-35.8728
77153.1,-35.0083,77153.1,-35.8685
77154.7,-35.0012,77154.7,-35.8643
77156.2,-34.9969,77156.2,-35.8601
77157.8,-34.9954,77157.8,-35.8559
77159.4,-34.997,77159.4,-35.8516
77160.9,-35.0019,77160.9,-35.8474
77162.5,-35.0098,77162.5,-35.8432
77164.1,-35.0202,77164.1,-35.8389
77165.6,-35.0322,77165.6,-35.8347
77167.2,-35.0448,77167.2,-35.8304
77168.8,-35.0563,77168.8,-35.8262
77170.3,-35.0651,77170.3,-35.822
77171.9,-35.0694,77171.9,-35.8177
77173.4,-35.0683,77173.4,-35.8135
77175,-35.0609,77175,-35.8092
77176.6,-35.0472,77176.6,-35.805
77178.1,-35.0276,77178.1,-35.8007
77179.7,-35.0031,77179.7,-35.7964
77181.2,-34.9753,77181.2,-35.7922
77182.8,-34.9455,77182.8,-35.7879
77184.4,-34.9152,77184.4,-35.7837
77185.9,-34.8855,77185.9,-35.7794
77187.5,-34.857,77187.5,-35.7751
77189.1,-34.8299,77189.1,-35.7709
77190.6,-34.804,77190.6,-35.7666
77192.2,-34.7792,77192.2,-35.7623
77193.8,-34.7555,77193.8,-35.7581
77195.3,-34.733,77195.3,-35.7538
77196.9,-34.7124,77196.9,-35.7495
77198.4,-34.6949,77198.4,-35.7452
77200,-34.6821,77200,-35.741
77201.6,-34.6754,77201.6,-35.7367
77203.1,-34.676,77203.1,-35.7324
77204.7,-34.6846,77204.7,-35.7281
77206.2,-34.7014,77206.2,-35.7238
77207.8,-34.7262,77207.8,-35.7195
77209.4,-34.7583,77209.4,-35.7153
77210.9,-34.7962,77210.9,-35.711
77212.5,-34.8386,77212.5,-35.7067
77214.1,-34.8845,77214.1,-35.7024
77215.6,-34.9319,77215.6,-35.6981
77217.2,-34.9788,77217.2,-35.6938
77218.8,-35.0228,77218.8,-35.6895
77220.3,-35.0617,77220.3,-35.6852
77221.9,-35.0926,77221.9,-35.6809
77223.4,-35.1128,77223.4,-35.6766
77225,-35.1204,77225,-35.6722
77226.6,-35.1148,77226.6,-35.6679
77228.1,-35.0965,77228.1,-35.6636
77229.7,-35.0676,77229.7,-35.6593
77231.2,-35.0313,77231.2,-35.655
77232.8,-34.9912,77232.8,-35.6507
77234.4,-34.9513,77234.4,-35.6464
77235.9,-34.9147,77235.9,-35.642
77237.5,-34.8842,77237.5,-35.6377
77239.1,-34.8613,77239.1,-35.6334
77240.6,-34.8465,77240.6,-35.6291
77242.2,-34.8396,77242.2,-35.6247
77243.8,-34.8402,77243.8,-35.6204
77245.3,-34.8471,77245.3,-35.6161
77246.9,-34.8588,77246.9,-35.6117
77248.4,-34.874,77248.4,-35.6074
77250,-34.8914,77250,-35.6031
77251.6,-34.9094,77251.6,-35.5987
77253.1,-34.9261,77253.1,-35.5944
77254.7,-34.9394,77254.7,-35.59
77256.2,-34.9471,77256.2,-35.5857
77257.8,-34.9472,77257.8,-35.5813
77259.4,-34.9382,77259.4,-35.577
77260.9,-34.9196,77260.9,-35.5726
77262.5,-34.8915,77262.5,-35.5683
77264.1,-34.8551,77264.1,-35.5639
77265.6,-34.8127,77265.6,-35.5596
77267.2,-34.7673,77267.2,-35.5552
77268.8,-34.7217,77268.8,-35.5508
77270.3,-34.6794,77270.3,-35.5465
77271.9,-34.6431,77271.9,-35.5421
77273.4,-34.6152,77273.4,-35.5378
77275,-34.597,77275,-35.5334
77276.6,-34.5889,77276.6,-35.529
77278.1,-34.5904,77278.1,-35.5246
77279.7,-34.6,77279.7,-35.5203
77281.2,-34.6161,77281.2,-35.5159
77282.8,-34.6362,77282.8,-35.5115
77284.4,-34.6582,77284.4,-35.5071
77285.9,-34.6799,77285.9,-35.5027
77287.5,-34.6999,77287.5,-35.4984
77289.1,-34.7168,77289.1,-35.494
77290.6,-34.7298,77290.6,-35.4896
77292.2,-34.7386,77292.2,-35.4852
77293.8,-34.7429,77293.8,-35.4808
77295.3,-34.7432,77295.3,-35.4764
77296.9,-34.7396,77296.9,-35.472
77298.4,-34.7321,77298.4,-35.4676
77300,-34.7207,77300,-35.4632
77301.6,-34.7056,77301.6,-35.4588
77303.1,-34.6872,77303.1,-35.4544
77304.7,-34.6667,77304.7,-35.45
77306.2,-34.6451,77306.2,-35.4456
77307.8,-34.6234,77307.8,-35.4412
77309.4,-34.6026,77309.4,-35.4368
77310.9,-34.5835,77310.9,-35.4324
77312.5,-34.5666,77312.5,-35.428
77314.1,-34.5516,77314.1,-35.4235
77315.6,-34.5377,77315.6,-35.4191
77317.2,-34.5235,77317.2,-35.4147
77318.8,-34.5078,77318.8,-35.4103
77320.3,-34.4897,77320.3,-35.4058
77321.9,-34.4687,77321.9,-35.4014
77323.4,-34.4454,77323.4,-35.397
77325,-34.4209,77325,-35.3926
77326.6,-34.3967,77326.6,-35.3881
77328.1,-34.3745,77328.1,-35.3837
77329.7,-34.3561,77329.7,-35.3793
77331.2,-34.3428,77331.2,-35.3748
77332.8,-34.335,77332.8,-35.3704
77334.4,-34.3327,77334.4,-35.3659
77335.9,-34.3352,77335.9,-35.3615
77337.5,-34.3417,77337.5,-35.357
77339.1,-34.3509,77339.1,-35.3526
77340.6,-34.3615,77340.6,-35.3482
77342.2,-34.3729,77342.2,-35.3437
77343.8,-34.3846,77343.8,-35.3392
77345.3,-34.3962,77345.3,-35.3348
77346.9,-34.4074,77346.9,-35.3303
77348.4,-34.4183,77348.4,-35.3259
77350,-34.4286,77350,-35.3214
77351.6,-34.4379,77351.6,-35.3169
77353.1,-34.4456,77353.1,-35.3125
77354.7,-34.4512,77354.7,-35.308
77356.2,-34.4547,77356.2,-35.3035
77357.8,-34.4563,77357.8,-35.2991
77359.4,-34.4568,77359.4,-35.2946
77360.9,-34.4573,77360.9,-35.2901
77362.5,-34.4594,77362.5,-35.2856
77364.1,-34.4649,77364.1,-35.2812
77365.6,-34.4755,77365.6,-35.2767
77367.2,-34.4925,77367.2,-35.2722
77368.8,-34.5167,77368.8,-35.2677
77370.3,-34.5481,77370.3,-35.2632
77371.9,-34.5859,77371.9,-35.2587
77373.4,-34.6281,77373.4,-35.2542
77375,-34.672,77375,-35.2497
77376.6,-34.7139,77376.6,-35.2453
77378.1,-34.7503,77378.1,-35.2408
77379.7,-34.7776,77379.7,-35.2363
77381.2,-34.7931,77381.2,-35.2318
77382.8,-34.795,77382.8,-35.2273
77384.4,-34.783,77384.4,-35.2227
77385.9,-34.7586,77385.9,-35.2182
77387.5,-34.7245,77387.5,-35.2137
77389.1,-34.6845,77389.1,-35.2092
77390.6,-34.6425,77390.6,-35.2047
77392.2,-34.6024,77392.2,-35.2002
77393.8,-34.5673,77393.8,-35.1957
77395.3,-34.539,77395.3,-35.1911
77396.9,-34.5179,77396.9,-35.1866
77398.4,-34.5038,77398.4,-35.1821
77400,-34.4956,77400,-35.1776
77401.6,-34.4919,77401.6,-35.1731
77403.1,-34.4918,77403.1,-35.1685
77404.7,-34.4945,77404.7,-35.164
77406.2,-34.5003,77406.2,-35.1595
77407.8,-34.51,77407.8,-35.1549
77409.4,-34.5242,77409.4,-35.1504
77410.9,-34.5433,77410.9,-35.1458
77412.5,-34.5673,77412.5,-35.1413
77414.1,-34.5952,77414.1,-35.1368
77415.6,-34.6252,77415.6,-35.1322
77417.2,-34.6544,77417.2,-35.1277
77418.8,-34.6799,77418.8,-35.1231
77420.3,-34.6985,77420.3,-35.1186
77421.9,-34.708,77421.9,-35.114
77423.4,-34.7067,77423.4,-35.1095
77425,-34.6946,77425,-35.1049
77426.6,-34.6728,77426.6,-35.1003
77428.1,-34.6436,77428.1,-35.0958
77429.7,-34.6096,77429.7,-35.0912
77431.2,-34.5736,77431.2,-35.0866
77432.8,-34.5388,77432.8,-35.0821
77434.4,-34.5079,77434.4,-35.0775
77435.9,-34.4832,77435.9,-35.0729
77437.5,-34.4665,77437.5,-35.0684
77439.1,-34.4587,77439.1,-35.0638
77440.6,-34.4603,77440.6,-35.0592
77442.2,-34.4708,77442.2,-35.0546
77443.8,-34.4886,77443.8,-35.05
77445.3,-34.5119,77445.3,-35.0455
77446.9,-34.5377,77446.9,-35.0409
77448.4,-34.5633,77448.4,-35.0363
77450,-34.5858,77450,-35.0317
77451.6,-34.6027,77451.6,-35.0271
77453.1,-34.6123,77453.1,-35.0225
77454.7,-34.6136,77454.7,-35.0179
77456.2,-34.6065,77456.2,-35.0133
77457.8,-34.5924,77457.8,-35.0087
77459.4,-34.5732,77459.4,-35.0041
77460.9,-34.5515,77460.9,-34.9995
77462.5,-34.53,77462.5,-34.9949
77464.1,-34.5109,77464.1,-34.9903
77465.6,-34.496,77465.6,-34.9857
77467.2,-34.486,77467.2,-34.981
77468.8,-34.4807,77468.8,-34.9764
77470.3,-34.479,77470.3,-34.9718
77471.9,-34.479,77471.9,-34.9672
77473.4,-34.4783,77473.4,-34.9626
77475,-34.4745,77475,-34.9579
77476.6,-34.4654,77476.6,-34.9533
77478.1,-34.4494,77478.1,-34.9487
77479.7,-34.4261,77479.7,-34.9441
77481.2,-34.3962,77481.2,-34.9394
77482.8,-34.3613,77482.8,-34.9348
77484.4,-34.3233,77484.4,-34.9302
77485.9,-34.2846,77485.9,-34.9255
77487.5,-34.2475,77487.5,-34.9209
77489.1,-34.2133,77489.1,-34.9162
77490.6,-34.183,77490.6,-34.9116
77492.2,-34.1572,77492.2,-34.9069
77493.8,-34.1365,77493.8,-34.9023
77495.3,-34.1206,77495.3,-34.8976
77496.9,-34.1095,77496.9,-34.893
77498.4,-34.1027,77498.4,-34.8883
77500,-34.1001,77500,-34.8837
77501.6,-34.1011,77501.6,-34.879
77503.1,-34.1048,77503.1,-34.8744
77504.7,-34.1104,77504.7,-34.8697
77506.2,-34.1161,77506.2,-34.865
77507.8,-34.1203,77507.8,-34.8604
77509.4,-34.1216,77509.4,-34.8557
77510.9,-34.1192,77510.9,-34.851
77512.5,-34.1128,77512.5,-34.8463
77514.1,-34.1035,77514.1,-34.8417
77515.6,-34.0933,77515.6,-34.837
77517.2,-34.0848,77517.2,-34.8323
77518.8,-34.0807,77518.8,-34.8276
77520.3,-34.0833,77520.3,-34.8229
77521.9,-34.0941,77521.9,-34.8183
77523.4,-34.1135,77523.4,-34.8136
77525,-34.1403,77525,-34.8089
77526.6,-34.1724,77526.6,-34.8042
77528.1,-34.2065,77528.1,-34.7995
77529.7,-34.2385,77529.7,-34.7948
77531.2,-34.2644,77531.2,-34.7901
77532.8,-34.2803,77532.8,-34.7854
77534.4,-34.2844,77534.4,-34.7807
77535.9,-34.2759,77535.9,-34.776
77537.5,-34.2561,77537.5,-34.7713
77539.1,-34.2276,77539.1,-34.7666
77540.6,-34.1937,77540.6,-34.7618
77542.2,-34.1585,77542.2,-34.7571
77543.8,-34.1257,77543.8,-34.7524
77545.3,-34.0982,77545.3,-34.7477
77546.9,-34.0782,77546.9,-34.743
77548.4,-34.0663,77548.4,-34.7382
77550,-34.0624,77550,-34.7335
77551.6,-34.0654,77551.6,-34.7288
77553.1,-34.0741,77553.1,-34.7241
77554.7,-34.0868,77554.7,-34.7193
77556.2,-34.102,77556.2,-34.7146
77557.8,-34.1185,77557.8,-34.7099
77559.4,-34.1355,77559.4,-34.7051
77560.9,-34.1522,77560.9,-34.7004
77562.5,-34.1683,77562.5,-34.6956
77564.1,-34.1828,77564.1,-34.6909
77565.6,-34.1945,77565.6,-34.6861
77567.2,-34.202,77567.2,-34.6814
77568.8,-34.2041,77568.8,-34.6766
77570.3,-34.1994,77570.3,-34.6719
77571.9,-34.1868,77571.9,-34.6671
77573.4,-34.1657,77573.4,-34.6624
77575,-34.136,77575,-34.6576
77576.6,-34.0986,77576.6,-34.6529
77578.1,-34.0549,77578.1,-34.6481
77579.7,-34.0071,77579.7,-34.6433
77581.2,-33.9575,77581.2,-34.6386
77582.8,-33.9089,77582.8,-34.6338
77584.4,-33.8647,77584.4,-34.629
77585.9,-33.828,77585.9,-34.6242
77587.5,-33.802,77587.5,-34.6195
77589.1,-33.7891,77589.1,-34.6147
77590.6,-33.7909,77590.6,-34.6099
77592.2,-33.808,77592.2,-34.6051
77593.8,-33.8403,77593.8,-34.6003
77595.3,-33.886,77595.3,-34.5955
77596.9,-33.943,77596.9,-34.5908
77598.4,-34.008,77598.4,-34.586
77600,-34.0776,77600,-34.5812
77601.6,-34.1483,77601.6,-34.5764
77603.1,-34.217,77603.1,-34.5716
77604.7,-34.281,77604.7,-34.5668
77606.2,-34.3381,77606.2,-34.562
77607.8,-34.3868,77607.8,-34.5572
77609.4,-34.4261,77609.4,-34.5523
77610.9,-34.4553,77610.9,-34.5475
77612.5,-34.4744,77612.5,-34.5427
77614.1,-34.4834,77614.1,-34.5379
77615.6,-34.4829,77615.6,-34.5331
77617.2,-34.4735,77617.2,-34.5283
77618.8,-34.4563,77618.8,-34.5234
77620.3,-34.4329,77620.3,-34.5186
77621.9,-34.4054,77621.9,-34.5138
77623.4,-34.3761,77623.4,-34.509
77625,-34.3477,77625,-34.5041
77626.6,-34.3226,77626.6,-34.4993
77628.1,-34.3033,77628.1,-34.4945
77629.7,-34.2917,77629.7,-34.4896
77631.2,-34.2888,77631.2,-34.4848
77632.8,-34.295,77632.8,-34.48
77634.4,-34.3094,77634.4,-34.4751
77635.9,-34.33,77635.9,-34.4703
77637.5,-34.3538,77637.5,-34.4654
77639.1,-34.377,77639.1,-34.4606
77640.6,-34.3954,77640.6,-34.4557
77642.2,-34.4047,77642.2,-34.4509
77643.8,-34.4014,77643.8,-34.446
77645.3,-34.3832,77645.3,-34.4411
77646.9,-34.3495,77646.9,-34.4363
77648.4,-34.3018,77648.4,-34.4314
77650,-34.2433,77650,-34.4266
77651.6,-34.1783,77651.6,-34.4217
77653.1,-34.1113,77653.1,-34.4168
77654.7,-34.0473,77654.7,-34.4119
77656.2,-33.9909,77656.2,-34.4071
77657.8,-33.9454,77657.8,-34.4022
77659.4,-33.9133,77659.4,-34.3973
77660.9,-33.8958,77660.9,-34.3924
77662.5,-33.8929,77662.5,-34.3875
77664.1,-33.9033,77664.1,-34.3827
77665.6,-33.9247,77665.6,-34.3778
77667.2,-33.9537,77667.2,-34.3729
77668.8,-33.9864,77668.8,-34.368
77670.3,-34.019,77670.3,-34.3631
77671.9,-34.0477,77671.9,-34.3582
77673.4,-34.0696,77673.4,-34.3533
77675,-34.0826,77675,-34.3484
77676.6,-34.0863,77676.6,-34.3435
77678.1,-34.0816,77678.1,-34.3386
77679.7,-34.0709,77679.7,-34.3337
77681.2,-34.0577,77681.2,-34.3288
77682.8,-34.0454,77682.8,-34.3238
77684.4,-34.0378,77684.4,-34.3189
77685.9,-34.038,77685.9,-34.314
77687.5,-34.048,77687.5,-34.3091
77689.1,-34.0686,77689.1,-34.3042
77690.6,-34.0988,77690.6,-34.2992
77692.2,-34.1365,77692.2,-34.2943
77693.8,-34.1786,77693.8,-34.2894
77695.3,-34.2213,77695.3,-34.2845
77696.9,-34.2609,77696.9,-34.2795
77698.4,-34.2937,77698.4,-34.2746
77700,-34.3169,77700,-34.2696
77701.6,-34.3285,77701.6,-34.2647
77703.1,-34.3277,77703.1,-34.2598
77704.7,-34.315,77704.7,-34.2548
77706.2,-34.2915,77706.2,-34.2499
77707.8,-34.2594,77707.8,-34.2449
77709.4,-34.221,77709.4,-34.24
77710.9,-34.1792,77710.9,-34.235
77712.5,-34.1369,77712.5,-34.2301
77714.1,-34.0973,77714.1,-34.2251
77715.6,-34.0634,77715.6,-34.2201
77717.2,-34.0378,77717.2,-34.2152
77718.8,-34.022,77718.8,-34.2102
77720.3,-34.0169,77720.3,-34.2052
77721.9,-34.0221,77721.9,-34.2003
77723.4,-34.0367,77723.4,-34.1953
77725,-34.0585,77725,-34.1903
77726.6,-34.0853,77726.6,-34.1853
77728.1,-34.1141,77728.1,-34.1804
77729.7,-34.1421,77729.7,-34.1754
77731.2,-34.1671,77731.2,-34.1704
77732.8,-34.1871,77732.8,-34.1654
77734.4,-34.201,77734.4,-34.1604
77735.9,-34.2079,77735.9,-34.1554
77737.5,-34.2075,77737.5,-34.1504
77739.1,-34.1993,77739.1,-34.1454
77740.6,-34.1833,77740.6,-34.1404
77742.2,-34.1596,77742.2,-34.1354
77743.8,-34.1292,77743.8,-34.1304
77745.3,-34.093,77745.3,-34.1254
77746.9,-34.0525,77746.9,-34.1204
77748.4,-34.0098,77748.4,-34.1154
77750,-33.967,77750,-34.1104
77751.6,-33.9263,77751.6,-34.1054
77753.1,-33.8894,77753.1,-34.1004
77754.7,-33.8577,77754.7,-34.0954
77756.2,-33.832,77756.2,-34.0903
77757.8,-33.8128,77757.8,-34.0853
77759.4,-33.7999,77759.4,-34.0803
77760.9,-33.793,77760.9,-34.0753
77762.5,-33.7913,77762.5,-34.0702
77764.1,-33.7942,77764.1,-34.0652
77765.6,-33.8013,77765.6,-34.0602
77767.2,-33.8122,77767.2,-34.0551
77768.8,-33.8259,77768.8,-34.0501
77770.3,-33.8412,77770.3,-34.045
77771.9,-33.8565,77771.9,-34.04
77773.4,-33.8703,77773.4,-34.0349
77775,-33.8811,77775,-34.0299
77776.6,-33.8871,77776.6,-34.0248
77778.1,-33.8871,77778.1,-34.0198
77779.7,-33.8806,77779.7,-34.0147
77781.2,-33.8676,77781.2,-34.0097
77782.8,-33.849,77782.8,-34.0046
77784.4,-33.8265,77784.4,-33.9995
77785.9,-33.8019,77785.9,-33.9945
77787.5,-33.7769,77787.5,-33.9894
77789.1,-33.7531,77789.1,-33.9843
77790.6,-33.7317,77790.6,-33.9793
77792.2,-33.7129,77792.2,-33.9742
77793.8,-33.6963,77793.8,-33.9691
77795.3,-33.6809,77795.3,-33.964
77796.9,-33.6658,77796.9,-33.9589
77798.4,-33.6503,77798.4,-33.9539
77800,-33.6338,77800,-33.9488
77801.6,-33.6163,77801.6,-33.9437
77803.1,-33.5986,77803.1,-33.9386
77804.7,-33.5811,77804.7,-33.9335
77806.2,-33.5646,77806.2,-33.9284
77807.8,-33.5499,77807.8,-33.9233
77809.4,-33.5375,77809.4,-33.9182
77810.9,-33.5272,77810.9,-33.9131
77812.5,-33.5188,77812.5,-33.908
77814.1,-33.5112,77814.1,-33.9029
77815.6,-33.5034,77815.6,-33.8978
77817.2,-33.4946,77817.2,-33.8926
77818.8,-33.484,77818.8,-33.8875
77820.3,-33.4713,77820.3,-33.8824
77821.9,-33.4567,77821.9,-33.8773
77823.4,-33.4405,77823.4,-33.8722
77825,-33.4231,77825,-33.867
77826.6,-33.4054,77826.6,-33.8619
77828.1,-33.3881,77828.1,-33.8568
77829.7,-33.3721,77829.7,-33.8517
77831.2,-33.3578,77831.2,-33.8465
77832.8,-33.3459,77832.8,-33.8414
77834.4,-33.3363,77834.4,-33.8362
77835.9,-33.3293,77835.9,-33.8311
77837.5,-33.3248,77837.5,-33.826
77839.1,-33.3221,77839.1,-33.8208
77840.6,-33.3208,77840.6,-33.8157
77842.2,-33.3201,77842.2,-33.8105
77843.8,-33.3193,77843.8,-33.8053
77845.3,-33.3183,77845.3,-33.8002
77846.9,-33.3172,77846.9,-33.795
77848.4,-33.3162,77848.4,-33.7899
77850,-33.3158,77850,-33.7847
77851.6,-33.3163,77851.6,-33.7795
77853.1,-33.3186,77853.1,-33.7744
77854.7,-33.3233,77854.7,-33.7692
77856.2,-33.3308,77856.2,-33.764
77857.8,-33.3417,77857.8,-33.7588
77859.4,-33.356,77859.4,-33.7537
77860.9,-33.3738,77860.9,-33.7485
77862.5,-33.3948,77862.5,-33.7433
77864.1,-33.4191,77864.1,-33.7381
77865.6,-33.4465,77865.6,-33.7329
77867.2,-33.4761,77867.2,-33.7277
77868.8,-33.5071,77868.8,-33.7225
77870.3,-33.5378,77870.3,-33.7173
77871.9,-33.5662,77871.9,-33.7121
77873.4,-33.5898,77873.4,-33.7069
77875,-33.606,77875,-33.7017
77876.6,-33.6124,77876.6,-33.6965
77878.1,-33.6075,77878.1,-33.6913
77879.7,-33.5907,77879.7,-33.6861
77881.2,-33.5627,77881.2,-33.6809
77882.8,-33.5253,77882.8,-33.6757
77884.4,-33.4815,77884.4,-33.6705
77885.9,-33.4348,77885.9,-33.6653
77887.5,-33.3887,77887.5,-33.66
77889.1,-33.3462,77889.1,-33.6548
77890.6,-33.3098,77890.6,-33.6496
77892.2,-33.2808,77892.2,-33.6443
77893.8,-33.26,77893.8,-33.6391
77895.3,-33.2472,77895.3,-33.6339
77896.9,-33.2417,77896.9,-33.6286
77898.4,-33.2419,77898.4,-33.6234
77900,-33.2466,77900,-33.6182
77901.6,-33.2546,77901.6,-33.6129
77903.1,-33.265,77903.1,-33.6077
77904.7,-33.2773,77904.7,-33.6024
77906.2,-33.2913,77906.2,-33.5972
77907.8,-33.3064,77907.8,-33.5919
77909.4,-33.3222,77909.4,-33.5867
77910.9,-33.3376,77910.9,-33.5814
77912.5,-33.3516,77912.5,-33.5761
77914.1,-33.3628,77914.1,-33.5709
77915.6,-33.3699,77915.6,-33.5656
77917.2,-33.3718,77917.2,-33.5603
77918.8,-33.3681,77918.8,-33.5551
77920.3,-33.3591,77920.3,-33.5498
77921.9,-33.3456,77921.9,-33.5445
77923.4,-33.3296,77923.4,-33.5392
77925,-33.313,77925,-33.5339
77926.6,-33.2979,77926.6,-33.5287
77928.1,-33.2862,77928.1,-33.5234
77929.7,-33.2788,77929.7,-33.5181
77931.2,-33.2767,77931.2,-33.5128
77932.8,-33.2802,77932.8,-33.5075
77934.4,-33.2893,77934.4,-33.5022
77935.9,-33.3039,77935.9,-33.4969
77937.5,-33.3239,77937.5,-33.4916
77939.1,-33.3491,77939.1,-33.4863
77940.6,-33.3793,77940.6,-33.481
77942.2,-33.4138,77942.2,-33.4757
77943.8,-33.4515,77943.8,-33.4704
77945.3,-33.4907,77945.3,-33.4651
77946.9,-33.529,77946.9,-33.4597
77948.4,-33.5634,77948.4,-33.4544
77950,-33.5907,77950,-33.4491
77951.6,-33.6079,77951.6,-33.4438
77953.1,-33.6133,77953.1,-33.4384
77954.7,-33.606,77954.7,-33.4331
77956.2,-33.5865,77956.2,-33.4278
77957.8,-33.5563,77957.8,-33.4225
77959.4,-33.5177,77959.4,-33.4171
77960.9,-33.4734,77960.9,-33.4118
77962.5,-33.4258,77962.5,-33.4064
77964.1,-33.3771,77964.1,-33.4011
77965.6,-33.329,77965.6,-33.3957
77967.2,-33.283,77967.2,-33.3904
77968.8,-33.2397,77968.8,-33.385
77970.3,-33.1999,77970.3,-33.3797
77971.9,-33.1644,77971.9,-33.3743
77973.4,-33.1338,77973.4,-33.369
77975,-33.1087,77975,-33.3636
77976.6,-33.0901,77976.6,-33.3582
77978.1,-33.079,77978.1,-33.3529
77979.7,-33.0759,77979.7,-33.3475
77981.2,-33.0811,77981.2,-33.3421
77982.8,-33.0939,77982.8,-33.3368
77984.4,-33.1135,77984.4,-33.3314
77985.9,-33.1385,77985.9,-33.326
77987.5,-33.1667,77987.5,-33.3206
77989.1,-33.1952,77989.1,-33.3152
77990.6,-33.2206,77990.6,-33.3099
77992.2,-33.2393,77992.2,-33.3045
77993.8,-33.2477,77993.8,-33.2991
77995.3,-33.2429,77995.3,-33.2937
77996.9,-33.2232,77996.9,-33.2883
77998.4,-33.1882,77998.4,-33.2829
78000,-33.1389,78000,-33.2775
78001.6,-33.078,78001.6,-33.2721
78003.1,-33.0088,78003.1,-33.2667
78004.7,-32.9356,78004.7,-33.2613
78006.2,-32.863,78006.2,-33.2558
78007.8,-32.7952,78007.8,-33.2504
78009.4,-32.7355,78009.4,-33.245
78010.9,-32.6866,78010.9,-33.2396
78012.5,-32.65,78012.5,-33.2342
78014.1,-32.6267,78014.1,-33.2287
78015.6,-32.6163,78015.6,-33.2233
78017.2,-32.6179,78017.2,-33.2179
78018.8,-32.6299,78018.8,-33.2125
78020.3,-32.6498,78020.3,-33.207
78021.9,-32.675,78021.9,-33.2016
78023.4,-32.7028,78023.4,-33.1961
78025,-32.7308,78025,-33.1907
78026.6,-32.757,78026.6,-33.1853
78028.1,-32.7804,78028.1,-33.1798
78029.7,-32.8004,78029.7,-33.1744
78031.2,-32.817,78031.2,-33.1689
78032.8,-32.831,78032.8,-33.1634
78034.4,-32.8436,78034.4,-33.158
78035.9,-32.856,78035.9,-33.1525
78037.5,-32.8694,78037.5,-33.1471
78039.1,-32.8847,78039.1,-33.1416
78040.6,-32.902,78040.6,-33.1361
78042.2,-32.9206,78042.2,-33.1307
78043.8,-32.9394,78043.8,-33.1252
78045.3,-32.9573,78045.3,-33.1197
78046.9,-32.9729,78046.9,-33.1142
78048.4,-32.985,78048.4,-33.1087
78050,-32.9925,78050,-33.1033
78051.6,-32.9951,78051.6,-33.0978
